"wdpaid","name","iso3","country","year1","year2","area_km1","area_km2","area_change_km","area_change_perc"
19782,"Serpent Mounds","CAN","Canada",2011,2012,0.817413943452292,1.4124267498503,0.595012806398008,72.792103825023
19782,"Serpent Mounds","CAN","Canada",2013,2014,1.40855609438322,1.19636485892983,-0.212191235453394,-15.0644504893721
19785,"Black Creek","CAN","Canada",2011,2012,2.88968803618116,3.78433230026639,0.894644264085229,30.9598909253726
19787,"Boyne Valley","CAN","Canada",2011,2012,5.30470588201797,4.30274347376725,-1.00196240825073,-18.8881802410046
19788,"Forks Of The Credit","CAN","Canada",2011,2012,3.19516820888911,2.82503399235748,-0.370134216531631,-11.5841856307252
19789,"J. Albert Bauer","CAN","Canada",2011,2012,1.50415195279945,1.72756326036397,0.223411307564521,14.8529746046415
19790,"Indian Point","CAN","Canada",2011,2012,10.9373332590641,9.5426096225515,-1.39472363651265,-12.7519533644711
19792,"Kawartha Highlands Signature Site Park","CAN","Canada",2011,2012,15.7620692598199,375.474382789062,359.712313529242,2282.13889686558
19793,"La Cloche","CAN","Canada",2011,2012,54.6083941331145,74.7949705237261,20.1865763906117,36.9660685157752
19794,"Little Abitibi","CAN","Canada",2011,2012,373.231314839355,203.972998282823,-169.258316556532,-45.3494414393883
19796,"Mono Cliffs","CAN","Canada",2011,2012,5.3024156594465,6.96335069104951,1.66093503160301,31.3241197649976
19799,"Westmeath","CAN","Canada",2011,2012,6.75953064204458,5.89761570983256,-0.861914932212017,-12.7511062210573
19805,"Adam Creek","CAN","Canada",2011,2012,0.569909270026957,0.63328101196677,0.0633717419398123,11.1196194328993
19807,"Arrowhead Peninsula","CAN","Canada",2011,2012,2.92954644495899,8.36078486320696,5.43123841824797,185.395197526012
19810,"Centennial Lake","CAN","Canada",2011,2012,27.9018797946537,5.49133216328733,-22.4105476313664,-80.3191318875242
19812,"Devon Road Mesa","CAN","Canada",2011,2012,0.647116000604022,0.570418349768834,-0.076697650835188,-11.8522259940409
19812,"Devon Road Mesa","CAN","Canada",2013,2014,0.57025644692257,0.683844986653681,0.11358853973111,19.9188523591621
19813,"Divide Ridge","CAN","Canada",2011,2012,2.39397474163568,5.41687777515323,3.02290303351755,126.271300233191
19814,"Dividing Lake","CAN","Canada",2011,2012,2.03596101327757,4.68383072842475,2.64786971514718,130.055030419494
19815,"Duclos Point","CAN","Canada",2011,2012,0.998575747820883,1.12371560198488,0.125139854163995,12.5318339081515
19817,"East Sister Island","CAN","Canada",2011,2012,0.102165754669256,0.44830365228726,0.346137897618003,338.800313998133
19818,"Egan Chutes","CAN","Canada",2011,2012,2.86883749786407,3.42663346931709,0.557795971453027,19.4432752593454
19819,"Fish Point","CAN","Canada",2011,2012,1.7330011243903,1.06464032393515,-0.66836080045515,-38.5666685986883
19821,"Gibson River","CAN","Canada",2011,2012,1.37769321497812,3.33294889904129,1.95525568406317,141.92242966764
19822,"Gravel River","CAN","Canada",2011,2012,9.18079305548774,7.32618896445542,-1.85460409103232,-20.2009137971337
19826,"Johnston Harbour-Pine Tree Point","CAN","Canada",2011,2012,14.0682189524949,9.62423669684564,-4.44398225564927,-31.5888050268166
19830,"Le Pate","CAN","Canada",2011,2012,1.08023890275132,2.44451727091123,1.3642783681599,126.294134073967
19832,"Limestone Islands","CAN","Canada",2011,2012,0.220451831665589,0.573132684934032,0.352680853268443,159.980913110959
19833,"Lion's Head","CAN","Canada",2011,2012,6.15585384205793,5.00988197512906,-1.14597186692888,-18.6159693899713
19834,"Little Cove","CAN","Canada",2011,2012,0.157029350045408,0.177500763988708,0.0204714139432991,13.0366800457235
19837,"Lola Lake","CAN","Canada",2011,2012,76.4707936483972,61.6045418557929,-14.8662517926043,-19.4404308930772
19838,"Manitou Islands","CAN","Canada",2011,2012,8.44199778093739,17.6015787428029,9.15958096186546,108.500158369485
19840,"Matawin River","CAN","Canada",2011,2012,30.8285910214875,26.2148091045097,-4.6137819169778,-14.9659188568235
19846,"Nagagami Lake","CAN","Canada",2011,2012,26.4030762720296,17.2032586768039,-9.19981759522575,-34.8437337393585
19847,"Noisy River","CAN","Canada",2011,2012,4.29060739805112,2.91196072676713,-1.37864667128399,-32.1317366839529
19848,"North Driftwood River","CAN","Canada",2011,2012,0.0691636122937591,0.0287996038650466,-0.0403640084287125,-58.3601797102126
19849,"O'Donnell Point","CAN","Canada",2011,2012,9.71606842361292,8.42514340820409,-1.29092501540883,-13.2864957215771
19852,"Peter's Woods","CAN","Canada",2013,2014,0.332137320071602,3.48008498892841,3.14794766885681,947.784990912246
19853,"Porphyry Island","CAN","Canada",2011,2012,0.152530393510197,1.04844635629104,0.895915962780843,587.368813626608
19854,"Potholes","CAN","Canada",2011,2012,2.75945856779945,2.45169490847743,-0.307763659322019,-11.1530451267999
19857,"Pushkin Hills","CAN","Canada",2011,2012,0.0483995916007928,0.0571167932097212,0.00871720160892835,18.0108991018543
19860,"Schreiber Channel","CAN","Canada",2011,2012,0.135636113915226,0.11721025155516,-0.0184258623600656,-13.5847760807877
19861,"Sextant Rapids","CAN","Canada",2011,2012,0.0403452677593274,0.029980354985695,-0.0103649127736324,-25.6905291482076
19867,"Thompson Island","CAN","Canada",2011,2012,0.166071780409855,1.47413318211372,1.30806140170387,787.648207585689
19868,"Timber Island","CAN","Canada",2011,2012,0.432946403718717,0.478868123756427,0.0459217200377099,10.6067909661042
19869,"Trillium Woods","CAN","Canada",2011,2012,0.156388258668522,0.102547132570838,-0.0538411260976846,-34.4278570246154
19870,"Trout Lake","CAN","Canada",2011,2012,82.4883652050732,73.559754977463,-8.92861022761018,-10.8240843486386
19875,"Aaron","CAN","Canada",2011,2012,0.613603259259972,1.16666150254483,0.553058243284859,90.1328724935177
19877,"Arrow Lake","CAN","Canada",2011,2012,0.355212489799484,4.22460564358152,3.86939315378204,1089.31787729826
19879,"Bass Lake","CAN","Canada",2011,2012,0.20745316462789,0.658978417015391,0.451525252387501,217.651658000689
19880,"Batchawana","CAN","Canada",2011,2012,2.18185044537445,1.75842139643648,-0.423429048937974,-19.406877764498
19882,"Blue Lake","CAN","Canada",2011,2012,2.90440056316323,23.1851980751438,20.2807975119806,698.278252979419
19883,"Bonnechere River","CAN","Canada",2011,2012,57.1010722251259,11.5184283075948,-45.5826439175311,-79.8279999678773
19885,"Chutes","CAN","Canada",2011,2012,1.25598062241232,1.0948307771093,-0.161149845303017,-12.8305996467925
19887,"Craigleith","CAN","Canada",2011,2012,1.06312805935754,0.669120727266353,-0.394007332091183,-37.0611356386631
19888,"Dana-Jowsey Lakes","CAN","Canada",2011,2012,34.0701043149359,87.992436744707,53.922332429771,158.268762347558
19889,"Darlington","CAN","Canada",2011,2012,1.05230433435109,2.0768888130901,1.02458447873901,97.3657947889032
19891,"Driftwood","CAN","Canada",2011,2012,0.505933212281683,4.04725804500355,3.54132483272187,699.958956390908
19892,"Earl Rowe","CAN","Canada",2011,2012,2.63430866121753,3.15769727554276,0.523388614325238,19.8681582773728
19893,"Fairbank","CAN","Canada",2011,2012,0.773208465605471,1.03476540744039,0.261556941834915,33.8274803587541
19894,"Ferris","CAN","Canada",2011,2012,1.75397155958256,1.97326297999857,0.219291420416004,12.5025642073806
19895,"Finlayson Point","CAN","Canada",2013,2014,0.473361017664524,4.6057698508198,4.13240883315527,872.993060041956
19896,"Fitzroy","CAN","Canada",2011,2012,1.44343781971976,1.97292645842545,0.529488638705685,36.6824695509561
19899,"Inverhuron","CAN","Canada",2011,2012,2.34819027823125,2.83144948759601,0.483259209364758,20.5800702713397
19901,"James N. Allan","CAN","Canada",2011,2012,1.50008926676937,1.21950569877264,-0.280583567996725,-18.7044580754182
19903,"Komoka","CAN","Canada",2011,2012,2.49591539223931,2.17349940045592,-0.322415991783389,-12.9177452403193
19904,"La Motte","CAN","Canada",2011,2012,6.52818945623249,5.71972488681954,-0.808464569412952,-12.3842081304964
19906,"Lake On The Mountain","CAN","Canada",2011,2012,0.721421213964551,0.93385478139407,0.212433567429518,29.4465373789184
19907,"Long Point","CAN","Canada",2011,2012,1.34844442472489,34.6707851413535,33.3223407166287,2471.16900820196
19908,"Macleod","CAN","Canada",2011,2012,1.02566967450114,0.85511777884822,-0.170551895652918,-16.6283453525981
19909,"Mara","CAN","Canada",2002,2003,0.0799886143215896,0.376294166422813,0.296305552101223,370.434660750521
19909,"Mara","CAN","Canada",2011,2012,0.376294165760551,0.470286881337346,0.0939927155767953,24.9785205643093
19911,"Marten River","CAN","Canada",2011,2012,2.86958162762177,3.91605091531765,1.04646928769588,36.4676605684561
19912,"Mashkinonje","CAN","Canada",2011,2012,10.5358001723071,9.42478299530813,-1.11101717699896,-10.5451618180764
19912,"Mashkinonje","CAN","Canada",2013,2014,9.41845942305657,21.0887373205713,11.6702778975148,123.908564801434
19913,"Mcrae Point","CAN","Canada",2011,2012,0.739758485658466,1.36021510974858,0.620456624090117,83.8728633897106
19914,"Mikisew","CAN","Canada",2011,2012,0.31395688791972,1.35412661149323,1.04016972357351,331.309731876144
19916,"Point Farms","CAN","Canada",2011,2012,2.47584684293823,2.84216660969556,0.366319766757325,14.7957361660785
19917,"Port Bruce","CAN","Canada",2011,2012,0.0797231037263381,0.0567792026386727,-0.0229439010876654,-28.7794880219715
19917,"Port Bruce","CAN","Canada",2013,2014,0.0559488330041924,0.0748886598935369,0.0189398268893444,33.8520499398534
19918,"Port Burwell","CAN","Canada",2011,2012,1.30002304340378,2.47956926058836,1.17954621718457,90.7327160983416
19919,"Rideau River","CAN","Canada",2011,2012,0.743521475275995,0.965467663015115,0.22194618773912,29.8506761565607
19920,"Rock Point","CAN","Canada",2011,2012,1.48587644760575,1.850702299,0.364825851394251,24.5529062649933
19922,"Sauble Falls","CAN","Canada",2011,2012,0.227643448739533,0.186095675454187,-0.0415477732853456,-18.2512492739838
19923,"Selkirk","CAN","Canada",2011,2012,0.615290960138461,0.720841452111471,0.10555049197301,17.1545656951075
19924,"Sibbald Point","CAN","Canada",2011,2012,1.84683832634055,2.29517199791188,0.448333671571326,24.2757400676043
19927,"Springwater","CAN","Canada",2011,2012,0.433482988849532,1.93788027780865,1.50439728895911,347.048748776001
19928,"Sturgeon Bay","CAN","Canada",2011,2012,0.0848102866572062,0.144556879960682,0.0597465933034755,70.4473427203054
19931,"Wheatley","CAN","Canada",2011,2012,1.95975448499335,2.34388129432645,0.384126809333103,19.6007618441249
19932,"Windy Lake","CAN","Canada",2011,2012,1.26196030142786,1.38904913017182,0.127088828743964,10.0707469640818
19937,"French River","CAN","Canada",2002,2003,71.5135976491507,542.013748995391,470.50015134624,657.917049082802
19937,"French River","CAN","Canada",2011,2012,542.01397223351,735.756572391815,193.742600158305,35.7449457179005
19938,"Kopka River","CAN","Canada",2011,2012,191.831269057845,311.699915152567,119.868646094722,62.4865000807439
19940,"Larder River Waterway","CAN","Canada",2011,2012,25.5569729155817,40.148548123242,14.5915752076603,57.0943016446368
19941,"Little Current River","CAN","Canada",2011,2012,108.157302834264,96.6893677478643,-11.4679350863997,-10.6030150400225
19943,"Makobe-Grays River","CAN","Canada",2011,2012,12.178985867919,14.7359707000661,2.55698483214708,20.9950554165804
19944,"Missinaibi","CAN","Canada",2011,2012,927.469324778798,1160.46808581648,232.998761037679,25.121991079678
19954,"Sturgeon River","CAN","Canada",2011,2012,31.0064159738834,79.7989875129863,48.7925715391029,157.362823166021
19955,"Turtle River-White Otter Lake","CAN","Canada",2011,2012,352.43556549716,492.809340104882,140.373774607722,39.8296279802819
19963,"Hannah Bay","CAN","Canada",2011,2012,63.40626664226,251.802758775583,188.396492133323,297.125981563086
19964,"Réserve écologique internationale Thomas-Sterry-Hunt","CAN","Canada",2002,2003,197.792101113659,0.515552436495516,-197.276548677164,-99.7393462966455
19993,"Catatumbo - Bari","COL","Colombia",2002,2003,1466.63108253514,1661.8394467165,195.208364181357,13.3099841197917
19995,"Tinigua","COL","Colombia",2002,2003,1910.11151096489,2257.90335985314,347.791848888247,18.2079342955512
20003,"Limoncocha","ECU","Ecuador",2002,2003,56.8046696225709,28.3120992774659,-28.492570345105,-50.1588523169294
20034,"Cavernas del Repechón","BOL","Bolivia",2002,2003,26.6107083354957,2.12934084758754,-24.4813674879081,-91.9981805040971
20039,"Toro Toro","BOL","Bolivia",2002,2003,41.7379918834744,168.970792461029,127.232800577555,304.836899994537
20041,"Tariquía","BOL","Bolivia",2002,2003,1094.75794062625,2482.2378008169,1387.47986019065,126.738506175799
20053,"Isla Cachagua","CHL","Chile",2013,2014,0.0417840996720938,0.0666028054552773,0.0248187057831835,59.3974884655922
20112,"Banyang-Mbo","CMR","Cameroon",2002,2003,287.398759844185,696.026659217941,408.627899373756,142.181511011146
20125,"Santchou","CMR","Cameroon",2002,2003,68.7512510791373,95.6861284006911,26.9348773215538,39.1772904474857
20179,"Cordillera de Colán","PER","Peru",2011,2012,644.359519391754,394.095746581043,-250.26377281071,-38.8391519453221
20180,"Puquio Santa Rosa","PER","Peru",2005,2006,2.63146363969653,3.00864431157508,0.377180671878548,14.3334935808593
20180,"Puquio Santa Rosa","PER","Peru",2012,2013,3.00846662361072,0.729122478135186,-2.27934414547554,-75.7643155349318
20183,"Alto Mayo","PER","Peru",2002,2003,1447.1022202446,2061.18695833964,614.084738095034,42.4354775705641
20183,"Alto Mayo","PER","Peru",2011,2012,2061.1869533684,1787.03954624995,-274.147407118447,-13.3004629526902
20186,"Megantoni","PER","Peru",2002,2006,1937.50213006032,2169.13679984959,231.634669789273,11.9553246520592
20187,"Laquipampa","PER","Peru",2002,2003,110.040415683786,92.5701546557084,-17.4702610280775,-15.8762223129731
20209,"Hatibonico","CUB","Cuba",2002,2003,114.238777686448,62.8846977570456,-51.3540799294027,-44.9532820373433
20224,"Rio Bravo Conservation & Management","BLZ","Belize",2002,2003,740.026750954067,1054.342938207,314.316187252934,42.4736250206776
20225,"St. Herman's Blue Hole","BLZ","Belize",2002,2003,14.405811844477,2.70465060840277,-11.7011612360742,-81.2252815905012
20226,"Shipstern Nature Reserve","BLZ","Belize",2005,2006,97.2359405342663,82.7722283398234,-14.463712194443,-14.8748622319809
20229,"Caracol","BLZ","Belize",2002,2003,12.2122415834292,103.966950275207,91.7547086917781,751.333881375885
20230,"Chiquibul","BLZ","Belize",2002,2003,1008.03463618364,601.61023177582,-406.424404407815,-40.3184959939984
20230,"Chiquibul","BLZ","Belize",2004,2009,601.610228193108,1073.64108456611,472.030856373003,78.4612418892398
20260,"Estuario del Muni","GNQ","Equatorial Guinea",2002,2003,496.782818544859,606.758297209932,109.975478665073,22.1375366779401
20267,"Monte Alén","GNQ","Equatorial Guinea",2002,2003,844.03453850986,1952.37554822771,1108.34100971785,131.314651136744
20268,"Altos de Nsork","GNQ","Equatorial Guinea",2002,2003,1038.10191222837,697.50290120519,-340.599011023179,-32.8097855336819
20269,"Annobón","GNQ","Equatorial Guinea",2002,2003,15.5383931740124,236.273079737233,220.734686563221,1420.57601510814
20272,"Midongy du sud","MDG","Madagascar",2007,2009,1678.36494433238,2068.56840208705,390.203457754664,23.2490233469383
20327,"Gangala-na Bodio","COD","Congo - Kinshasa",2009,2010,8248.39061190518,9924.59241901546,1676.20180711028,20.3215619382884
20330,"Maika-Penge","COD","Congo - Kinshasa",2009,2010,2618.51096569089,1516.49301288818,-1102.01795280271,-42.085672630053
20331,"Rutshuru","COD","Congo - Kinshasa",2009,2010,858.809556949542,669.980472454256,-188.829084495285,-21.9873059128498
20334,"Swa-Kibula","COD","Congo - Kinshasa",2009,2010,1469.13464223656,1000.23154865453,-468.903093582028,-31.916958466665
20337,"Bushimaie","COD","Congo - Kinshasa",2009,2010,2039.53714787935,4358.65041550651,2319.11326762716,113.707821896675
20578,"GIANT'S CAUSEWAY","GBR","United Kingdom",2007,2011,0.669335728410698,7.80651929514758,7.13718356673688,1066.30847029244
20578,"GIANT'S CAUSEWAY","GBR","United Kingdom",2012,2013,7.80651929514521,0.662407248740127,-7.14411204640508,-91.5146914559979
20580,"NORTH STRANGFORD LOUGH","GBR","United Kingdom",2007,2011,10.3462850192508,0.101922433164264,-10.2443625860865,-99.0148886003563
20580,"NORTH STRANGFORD LOUGH","GBR","United Kingdom",2012,2013,0.101922433164714,10.1040874978502,10.0021650646855,9813.50695241089
20581,"Ceredigon Coast","GBR","United Kingdom",2007,2013,7.88168831346265,0.0837835129341813,-7.79790480052846,-98.936985204159
20585,"St. Bees Head","GBR","United Kingdom",2007,2011,22.8373630023103,16.7105656755403,-6.12679732677001,-26.8279543752499
20587,"Spurn","GBR","United Kingdom",2007,2011,31.4485891858037,47.3948939069843,15.9463047211806,50.7059462253363
20595,"Clwydian Range","GBR","United Kingdom",2012,2013,159.319495486917,388.793511088059,229.474015601142,144.033857814962
20612,"Isles of Scilly","GBR","United Kingdom",2002,2005,15.4059924744421,167.8949880086,152.488995534158,989.803128796345
20619,"North Devon","GBR","United Kingdom",2002,2005,199.139217066352,171.468202986332,-27.6710140800205,-13.8953112740223
20652,"Borgir","ISL","Iceland",2010,2011,0.0592616850105959,0.0275148000413802,-0.0317468849692157,-53.570675493853
20654,"Dynjandi","ISL","Iceland",2010,2011,7.15103119104653,6.42074879755346,-0.730282393493067,-10.2122669302215
20659,"Hraunfossar - Barnafoss","ISL","Iceland",2010,2011,0.565949720606018,0.359959501655267,-0.205990218950752,-36.3972648895696
20660,"Jorundur","ISL","Iceland",2010,2011,0.78658557727745,0.0644657394853704,-0.722119837792079,-91.8043578031902
20661,"Kirkjugolf","ISL","Iceland",2010,2011,0.219341344619527,0.00998941900532091,-0.209351925614206,-95.4457199928957
20661,"Kirkjugolf","ISL","Iceland",2013,2014,0.00998942349736884,0.0011171277177355,-0.00887229577963334,-88.8168950087085
20662,"Laugaras","ISL","Iceland",2010,2011,0.0451528842726307,0.0145923870882914,-0.0305604971843393,-67.6822703059602
20663,"Skogafoss","ISL","Iceland",2010,2011,3.56909253639739,1.64470801067785,-1.92438452571954,-53.9180339566649
20663,"Skogafoss","ISL","Iceland",2013,2014,1.6361602952595,1.82913294751126,0.19297265225176,11.7942387925478
20664,"Trollaborn","ISL","Iceland",2010,2011,0.05550606953935,0.0464636582796613,-0.00904241125968877,-16.2908513154193
20665,"Vigholar","ISL","Iceland",2010,2011,0.0180182703909082,0.0142438376560142,-0.00377443273489401,-20.9478082690918
20667,"Svarfadardalur","ISL","Iceland",2010,2011,5.84963322622367,5.26244432717037,-0.587188899053301,-10.0380464269274
20668,"Varmarosar","ISL","Iceland",2010,2011,0.0708722213416692,0.0958969651976572,0.025024743855988,35.3096648902053
20669,"Herdisarvik","ISL","Iceland",2010,2011,47.5043449794867,41.9954562732157,-5.50888870627104,-11.5965996555681
20671,"Osland","ISL","Iceland",2010,2011,0.294616164863673,0.165086676293213,-0.129529488570461,-43.9655063157846
20673,"Serra de Suo Mamede","PRT","Portugal",2009,2010,302.80901623672,561.229517725521,258.420501488801,85.3410855133792
20676,"Lagoa da Caldeira do Santo Cristo","PRT","Portugal",2011,2012,0.392616632920168,0.103350805858304,-0.289265827061863,-73.6764066540912
20679,"Shikahogh","ARM","Armenia",2012,2013,190.605871912295,121.849565736566,-68.7563061757289,-36.072501589755
20680,"Ilisu","AZE","Azerbaijan",2012,2013,79.007905782933,125.186457167682,46.1785513847485,58.4480134325037
20701,"Ovcarsko-Kablarska klisura","SRB","Serbia",2013,2014,182.103566573423,22.7951483122422,-159.308418261181,-87.4823163866748
20704,"Veliko ratno ostrvo","SRB","Serbia",2013,2014,52.9880486567029,1.67787425100595,-51.310174405697,-96.8334854867434
20707,"Riserva naturale dell'Abbadia di Fiastra","ITA","Italy",2009,2010,4.36400185745908,18.6202830226629,14.2562811652038,326.679081055764
20711,"Riserva naturale Monte Velino","ITA","Italy",2009,2010,24.9509357172847,38.6366862904338,13.6857505731491,54.850650605734
20717,"Riserva naturale Valle del Fiume Lao","ITA","Italy",2009,2010,46.7726626472864,54.7594729585189,7.98681031123246,17.0758085154595
20718,"Riserva naturale Gole del Raganello","ITA","Italy",2009,2010,16.8530939602957,14.8938254322257,-1.95926852807002,-11.6255717358834
20731,"Augustusburg-SternmÃ¼hlental","DEU","Germany",2013,2014,36.69732999406,50.2844289469878,13.5870989529279,37.0247616246936
20743,"Colditzer Forst","DEU","Germany",2013,2014,48.7004586127276,59.6292982488969,10.9288396361693,22.4409378217089
20789,"Hohburger Berge","DEU","Germany",2011,2012,20.142034888688,28.2222241643267,8.08018927563869,40.116052426146
20804,"DiedrichshÃ¤ger Land","DEU","Germany",2010,2011,4.66594633485832,3.5321858574118,-1.13376047744652,-24.2986180311683
20825,"Mittlerer Strelasund (Hansestadt Stralsund)","DEU","Germany",2013,2014,19.1762169376152,4.86238825062216,-14.3138286869931,-74.6436522571649
20828,"Mittleres Zschopautal","DEU","Germany",2011,2012,18.154045853073,22.8820150709722,4.72796921789924,26.0436117445353
20849,"Partheaue - Machern","DEU","Germany",2011,2012,28.266830154904,15.7742557731057,-12.4925743817982,-44.1951726222507
20850,"Peitzer Teichlandschaft mit Hammergraben","DEU","Germany",2010,2011,20.4844156570458,15.1874685128973,-5.29694714414848,-25.8584244375385
20866,"Salzwedel-Diesdorf","DEU","Germany",2010,2011,138.214764073436,185.236851568455,47.0220874950184,34.0210308285406
20882,"Strausberger und Blumenthaler Wald- und Seengebiet","DEU","Germany",2011,2012,49.2204624464395,42.3218795288223,-6.8985829176172,-14.0156808260875
20893,"Teupitz - KÃ¶riser Seengebiet","DEU","Germany",2011,2012,106.797625277575,48.4574896094605,-58.3401356681149,-54.6268098344737
20931,"Hutan Pinus/Janthoi","IDN","Indonesia",2005,2006,60.5249260346955,168.22107254675,107.696146512054,177.936849440044
20946,"Sierra de Castril","ESP","Spain",2013,2014,538.833406363961,126.708212824512,-412.125193539448,-76.4847146951156
20948,"Laguna VolcÃ¡nica de la Alberquilla","ESP","Spain",2013,2014,233.869971248079,1.06316979720709,-232.806801450872,-99.5454013221392
20949,"Oyambre","ESP","Spain",2013,2014,237.014102935446,58.4281009170377,-178.586002018409,-75.348259789861
20953,"Dunas de San AntÃ³n","ESP","Spain",2013,2014,1709.36549462699,0.883056321752036,-1708.48243830524,-99.9483401107295
20955,"PeÃ±ones de San CristÃ³bal","ESP","Spain",2013,2014,121.849824492541,0.0236592295524108,-121.826165262989,-99.9805832879523
20956,"Albufera de Adra","ESP","Spain",2013,2014,1710.28409957653,0.476998392141797,-1709.80710118438,-99.9721099908337
20958,"Laguna de el Portil","ESP","Spain",2013,2014,1864.95474149633,0.109237267994501,-1864.84550422833,-99.9941426316916
20964,"Valderejo","ESP","Spain",2013,2014,55.3488344627225,34.2561992031902,-21.0926352595323,-38.1085445868571
20984,"Ybytyruzú","PRY","Paraguay",2004,2009,222.793615644318,256.939406902231,34.1457912579128,15.3261982661233
20988,"Itabó","PRY","Paraguay",2004,2005,100.180756000275,137.963720537586,37.7829645373112,37.7147927863586
20989,"Limoy","PRY","Paraguay",2004,2005,163.745050030596,136.680102739955,-27.0649472906408,-16.5287117293523
20991,"Mbaracayu","PRY","Paraguay",2004,2005,617.034732133771,16.3457163682434,-600.689015765528,-97.3509244266172
21003,"San Rafael","PRY","Paraguay",2004,2009,747.089443474421,671.129632725261,-75.9598107491596,-10.1674319470906
21050,"Montezuma Castle","USA","United States",2007,2009,5.84991977560843,3.52857639359979,-2.32134338200863,-39.6816276299652
21052,"Muir Woods","USA","United States",2007,2009,11.6777885684064,1.9890757313122,-9.68871283709424,-82.9670170883764
21052,"Muir Woods","USA","United States",2010,2011,1.98907591164016,2.2160865711272,0.227010659487042,11.412870577667
21059,"Weeks Bay","USA","United States",2011,2012,5.26723770879959,26.450726861287,21.1834891524874,402.174542400046
21065,"Sapelo Island","USA","United States",2007,2009,78.3647238710816,29.1093168733266,-49.2554069977549,-62.8540554532999
21072,"Gulf Island","USA","United States",2007,2009,35.7186515536031,3.35731863625704,-32.361332917346,-90.6006568270958
21094,"Rainbow Bridge","USA","United States",2007,2009,3.85493034786132,0.586437972221727,-3.26849237563959,-84.7873263768027
21097,"Colonial","USA","United States",2007,2009,48.5643662424777,37.699679699976,-10.8646865425016,-22.3717251621388
21107,"Bon Secour","USA","United States",2011,2012,25.2642380774578,49.5358448569411,24.2716067794833,96.0710024385807
21108,"Choctaw","USA","United States",2007,2009,19.2871495884104,14.409879014977,-4.87727057343342,-25.2876691347079
21109,"Eufaula","USA","United States",2007,2009,38.868498886432,16.965545900999,-21.9029529854329,-56.3514249660892
21110,"Wheeler","USA","United States",2007,2009,155.546485699825,107.718625468689,-47.827860231135,-30.7482743926686
21113,"Merced","USA","United States",2007,2009,6.69626959960945,10.5108924036515,3.81462280404207,56.9663862438358
21113,"Merced","USA","United States",2010,2011,10.5109056358838,33.2901849602537,22.7792793243699,216.720424609298
21116,"J.N. Ding Darling","USA","United States",2007,2009,34.1356057774394,8.94412737743058,-25.1914784000088,-73.7982462190788
21116,"J.N. Ding Darling","USA","United States",2011,2012,8.94413414351113,32.9275709837006,23.9834368401895,268.147105749629
21129,"Morgan Brake NWR","USA","United States",2007,2009,60.0321901608614,27.7752863135987,-32.2569038472627,-53.7326786859309
21131,"Fallon","USA","United States",2007,2009,114.081036117863,72.735091156362,-41.3459449615011,-36.2426099626098
21144,"Missisquoi NWR","USA","United States",2007,2009,23.5951906054833,26.5494931208702,2.95430251538687,12.5207825814313
21151,"Rustfontein Nature Reserve","ZAF","South Africa",2002,2003,22.3383951250045,19.6432798988507,-2.69511522615377,-12.0649456286902
21151,"Rustfontein Nature Reserve","ZAF","South Africa",2006,2007,19.6432796879189,24.9374780796484,5.29419839172956,26.9517029530747
21151,"Rustfontein Nature Reserve","ZAF","South Africa",2013,2014,24.9373435283509,18.4171062573705,-6.52023727098041,-26.1464789285501
21154,"Mount Currie Nature Reserve","ZAF","South Africa",2006,2007,19.87572360523,17.7579445366259,-2.1177790686041,-10.6551042400632
21154,"Mount Currie Nature Reserve","ZAF","South Africa",2013,2014,17.7645079703402,15.4561447770153,-2.3083631933249,-12.9942422113743
21156,"Jericho Dam Nature Reserve","ZAF","South Africa",2006,2007,22.3031283726788,19.2366718417308,-3.06645653094805,-13.748997359063
21160,"Rust-Der-Winter Nature Reserve","ZAF","South Africa",2013,2014,19.6160921872386,60.373770476898,40.7576782896594,207.776747277802
21194,"Babine Mountains Park","CAN","Canada",2011,2012,353.924009385949,314.042754651239,-39.8812547347098,-11.2683100544388
21195,"Coquihalla Summit","CAN","Canada",2011,2012,57.8450131358177,33.3628079776762,-24.4822051581414,-42.3237956583366
21195,"Coquihalla Summit","CAN","Canada",2013,2014,33.3633438405959,57.5257145895452,24.1623707489493,72.4219096994378
21196,"Eskers Park","CAN","Canada",2011,2012,16.1018599117514,39.7292909370077,23.6274310252563,146.737278517823
21197,"Golden Ears Park","CAN","Canada",2011,2012,546.979023796929,615.737832360726,68.7588085637963,12.5706481551153
21199,"Kalamalka Lake Park","CAN","Canada",2011,2012,9.46220189932999,32.1432985866326,22.6810966873026,239.702100299811
21216,"Aconcagua","ARG","Argentina",2012,2013,772.60951924244,659.135866777523,-113.473652464917,-14.6870637286711
21235,"Ischigualasto (o Valle de La Luna)","ARG","Argentina",2012,2013,533.781873438284,697.571621660558,163.789748222274,30.6847715092392
21403,"Tamarindo","CRI","Costa Rica",2002,2003,4.32620979162031,3.86561438197732,-0.460595409642985,-10.6466267663473
21430,"Mark Twain","USA","United States",2007,2009,3.05977098657568,10.6042312573563,7.54446027078058,246.569442741985
21614,"Lost Forest Research Natural Area","USA","United States",2010,2011,25.6126382423677,36.1232585099916,10.5106202676239,41.0368512925684
21625,"Canaan Valley","USA","United States",2009,2010,24.6020930450786,19.5658196564639,-5.03627338861469,-20.4709143217477
