"wdpaid","wdpa_pid","name","iso3","country","year1","year2","area_km1","area_km2","area_change_km","area_change_perc","wdpa_yr"
147296,"147296","Grand Cul de Sac Marin","GLP","Guadeloupe",2008,2011,37.37,21.35,-16.02,-42.8686111854429,2013
147297,"147297","Guadeloupe","GLP","Guadeloupe",2015,2016,7324.364072,33.19934497,-7291.16472703,-99.5467272701951,2017
147298,"147298","Guadeloupe [aire d'adhésion]","GLP","Guadeloupe",2008,2015,162,2901639.013699,2901477.013699,1791035.19364136,2017
147298,"147298","Guadeloupe [aire d'adhésion]","GLP","Guadeloupe",2015,2016,2901639.013699,1293.310736,-2900345.702963,-99.9554282689923,2017
147314,"147314","Saint-Barthélemy","BLM","Saint Barthelemy",2008,2011,12,1200,1188,9900,2017
147314,"147314","Saint-Barthélemy","BLM","Saint Barthelemy",2011,2012,1200,12,-1188,-99,2017
147435,"147435","Domaine du Rayol","FRA","France",2015,2016,0.024947,0.329378,0.304431,1220.31105944603,2017
14747,"14747","Calauit Island","PHL","Philippines",2008,2010,34.94,2.09,-32.85,-94.0183171150544,2017
147483,"147483","Marais Sinagots","FRA","France",2015,2016,0.000022,3.157125,3.157103,14350468.1818182,2017
1475,"1475","St Kilda","GBR","United Kingdom of Great Britain and Northern Ireland",2008,2011,8.7186,17.43,8.7114,99.917417934072,2017
1475,"1475","St Kilda","GBR","United Kingdom of Great Britain and Northern Ireland",2011,2012,17.43,0.1743,-17.2557,-99,2017
14753,"14753","Malampaya Sound","PHL","Philippines",2008,2010,2007.88,1113.6948873,-894.1851127,-44.5337924925792,2017
147544,"147544","Hiiumaa laidude maastikukaitseala","EST","Estonia",2016,2017,20.52503626,26.61805125,6.09301499,29.6857696757121,2017
1481,"1481","Noss","GBR","United Kingdom of Great Britain and Northern Ireland",2008,2011,3.4383,26.03,22.5917,657.060175086525,2017
1481,"1481","Noss","GBR","United Kingdom of Great Britain and Northern Ireland",2011,2012,26.03,0.2603,-25.7697,-99,2017
1482,"1482","Skomer Island","GBR","United Kingdom of Great Britain and Northern Ireland",2008,2011,3.18,342,338.82,10654.7169811321,2017
1482,"1482","Skomer Island","GBR","United Kingdom of Great Britain and Northern Ireland",2011,2012,342,3.42,-338.58,-99,2017
14825,"14825","Għaram tar-Ramel u Bur Salmastru fil-Qala ta' Santa Marija, Kemmuna","MLT","Malta",2004,2005,0.025,0.03,0.005,20,2017
14825,"14825","Għaram tar-Ramel u Bur Salmastru fil-Qala ta' Santa Marija, Kemmuna","MLT","Malta",2006,2007,0.03,0.025,-0.005,-16.6666666666667,2017
14834,"14834","Ġebel ta' Bejn il-Kmiemen, limiti ta' Għajnsielem","MLT","Malta",2004,2005,0.013,0.01,-0.003,-23.0769230769231,2017
14834,"14834","Ġebel ta' Bejn il-Kmiemen, limiti ta' Għajnsielem","MLT","Malta",2006,2007,0.01,0.013,0.003,30,2017
14834,"14834","Ġebel ta' Bejn il-Kmiemen, limiti ta' Għajnsielem","MLT","Malta",2008,2011,0.013,-9,-9.013,-69330.7692307692,2017
14835,"14835","Lara-Toxeftra","CYP","Cyprus",2008,2011,6.5,5.5,-1,-15.3846153846154,2013
1484,"1484","Monach Isles","GBR","United Kingdom of Great Britain and Northern Ireland",2008,2011,5.9808,239.98,233.9992,3912.50668806849,2017
1484,"1484","Monach Isles","GBR","United Kingdom of Great Britain and Northern Ireland",2011,2012,239.98,2.3998,-237.5802,-99,2017
1490,"1490","Tanjung Puting","IDN","Indonesia",2008,2010,3550,53.38,-3496.62,-98.496338028169,2017
1495,"1495","Meru Betiri","IDN","Indonesia",2005,2006,500,580,80,16,2017
1495,"1495","Meru Betiri","IDN","Indonesia",2006,2007,580,500,-80,-13.7931034482759,2017
149503,"149503","Ängholmin suojelualue","FIN","Finland",2015,2017,0.001976,0.00559999842732,0.00362399842732,183.40073012753,2017
149653,"149653","Solbölen ja Knopön lehtojensuojelualue","FIN","Finland",2016,2017,0.009581211,0.007599998832453,-0.001981212167547,-20.6780976595443,2017
149733,"149733","Appelvikin luonnonsuojelualu","FIN","Finland",2016,2017,0.003615472,0.003199999564686,-0.000415472435314,-11.4915130116898,2017
149747,"149747","Barön selän luonnonsuojelualue","FIN","Finland",2016,2017,0.035663152,0.0263999975281,-0.0092631544719,-25.9740206695695,2017
149758,"149758","Bockören 1 (Nörrskatan)","FIN","Finland",2016,2017,0.000875043,0.00039999998178,-0.00047504301822,-54.2879627881144,2017
149759,"149759","Bockören 2 (Karnässkog)","FIN","Finland",2016,2017,0.004015116,0.0067999961808,0.0027848801808,69.3598934825295,2017
149762,"149762","Bossgrundetin luonnonsuojelualue","FIN","Finland",2016,2017,0.005398918,0.00479997057684,-0.00059894742316,-11.0938418246026,2017
149767,"149767","Brändön luonnonsuojelualue","FIN","Finland",2016,2017,0.011521866,0.00999999926676,-0.00152186673324,-13.2085092227249,2017
149775,"149775","Domarkobban 2 (Storkobbon)","FIN","Finland",2016,2017,0.004419544,0.000399998987032,-0.004019545012968,-90.9493154263879,2017
149777,"149777","Domarkobban 5 (Mittikobbon och Domarkobbon)","FIN","Finland",2016,2017,0.002813832,0.005599998954752,0.002786166954752,99.0168195809842,2017
149778,"149778","Dragsvikgård-Storholmenin luonnonsuojelualue","FIN","Finland",2016,2017,0.267164692,0.020799999732666,-0.246364692267334,-92.2145401860714,2017
149779,"149779","Eastholmin luonnonsuojelualue","FIN","Finland",2016,2017,0.0028608,0.003199995637522,0.000339195637522,11.8566707746784,2017
149804,"149804","Framnäsin 1. luonnonsuojelualue","FIN","Finland",2016,2017,0.017572464,0.01440000207735,-0.00317246192265,-18.0535975071566,2017
149808,"149808","Furuholman luonnonsuojelualue","FIN","Finland",2016,2017,0.002796853,0.002399999421265,-0.000396853578735,-14.1892898459447,2017
149820,"149820","Gåsholmenin luonnonsuojelualue","FIN","Finland",2015,2017,0.000402,0.00279999554142,0.00239799554142,596.516303835821,2017
149837,"149837","Halkkoaukon Orkolan luonnonsuojelualue","FIN","Finland",2016,2017,0.115858655,0.02319999217263,-0.09265866282737,-79.9756071977273,2017
149838,"149838","Halkkoaukon ja Maa-Kolkan luonnonsuojelualue","FIN","Finland",2016,2017,0.399870158,0.31439997075312,-0.08547018724688,-21.3744850764482,2017
149849,"149849","Hannunkarin luonnonsuojelualue","FIN","Finland",2016,2017,0.00160065,0.000799999201386,-0.000800650798614,-50.0203541445038,2017
149851,"149851","Harakan saaren luonnonsuojelualue","FIN","Finland",2016,2017,0.016738608,0.0195999938305,0.0028613858305,17.0945267999585,2017
149861,"149861","Haruddenin luonnonsuojelualue","FIN","Finland",2016,2017,0.001608458,0.00199999717624,0.00039153917624,24.3425178798576,2017
149870,"149870","Haurukarin Kloppien luonnonsuojelualue","FIN","Finland",2016,2017,0.006769527,0.00559999391523,-0.00116953308477,-17.2764372572855,2017
1499,"1499","Manusela","IDN","Indonesia",2008,2010,1890,2.4,-1887.6,-99.8730158730159,2017
14992,"14992","Iyye Hof Dor U-Ma'agan Mikha'el","ISR","Israel",2006,2007,0.02,0.0228,0.0028,14,2017
14992,"14992","Iyye Hof Dor U-Ma'agan Mikha'el","ISR","Israel",2008,2013,0.0228,0.007939,-0.014861,-65.1798245614035,2017
14993,"14993","Berekhat Timsah","ISR","Israel",2006,2007,0.02,0.0235,0.0035,17.5,2017
14996,"14996","Nahal Hatanninim","ISR","Israel",2004,2005,0.06,0.22,0.16,266.666666666667,2017
14996,"14996","Nahal Hatanninim","ISR","Israel",2006,2007,0.22,0.06,-0.16,-72.7272727272727,2017
14996,"14996","Nahal Hatanninim","ISR","Israel",2008,2010,0.06,0.04,-0.02,-33.3333333333333,2017
149970,"149970","Högholmenin luonnonsuojelualue","FIN","Finland",2016,2017,0.0007392,0.0003999971284,-0.0003392028716,-45.8878343614719,2017
149997,"149997","Isomatala-Maasyvän luonnonsuojelualue","FIN","Finland",2016,2017,10.75436966,9.60199947488386,-1.15237018511614,-10.7153670698366,2017
150,"150","Isla De Salamanca","COL","Colombia",2006,2007,210,562,352,167.619047619048,2017
150,"150","Isla De Salamanca","COL","Colombia",2008,2010,562,342.82,-219.18,-39,2017
150,"150","Isla De Salamanca","COL","Colombia",2010,2011,342.82,288.8453,-53.9747,-15.7443264687008,2017
150036,"150036","Jungfruskärin (Unikarin) luonnonsuojelualue","FIN","Finland",2016,2017,0.00095,0.00079999390821,-0.00015000609179,-15.7901149252632,2017
150059,"150059","Kadermon tammisto (luonnonsuojelualue)","FIN","Finland",2016,2017,0.001155649,0.00159999783044,0.00044434883044,38.4501548861289,2017
150070,"150070","Kalajoen-Vihaslahden luonnonsuojelualue","FIN","Finland",2016,2017,0.314975937,0.15560000609212,-0.15937593090788,-50.5993989337287,2017
150071,"150071","Kalajoen-Vihaslahden luonnonsuojelualue 2","FIN","Finland",2016,2017,0.756555684,0.65520004744123,-0.10135563655877,-13.3969830248172,2017
150108,"150108","Kasanin saaren luonnonsuojelualue","FIN","Finland",2015,2017,0.003961,0.00959999787928,0.00563899787928,142.36298609644,2017
150121,"150121","Kempeleenlahden luonnonsuojelualue","FIN","Finland",2016,2017,0.997460769,0.8552000383173,-0.1422607306827,-14.262288312885,2017
150164,"150164","Klippuddin luonnonsuojelualue","FIN","Finland",2016,2017,0.023835881,0.01559999117428,-0.00823588982572,-34.5524875951512,2017
150165,"150165","Klobbuddenin luonnonsuojelualue","FIN","Finland",2015,2017,0.000408,0.001999996354576,0.001591996354576,390.195184945098,2017
150182,"150182","Kokemäensaaren luonnonsuojelualue","FIN","Finland",2016,2017,0.482653605,0.14319999198,-0.33945361302,-70.3306904793553,2017
150223,"150223","Kuggskärin luonnonsuojelualue","FIN","Finland",2016,2017,0.025123301,0.020400000848996,-0.004723300151004,-18.8004759048343,2017
150275,"150275","Kuusistonlahden ja Kappelinmäen luonnonsuojelualue","FIN","Finland",2016,2017,0.131233725,0.03600000966829,-0.09523371533171,-72.5680196395477,2017
150278,"150278","Kylmäsantakarin luonnonsuojeluale","FIN","Finland",2016,2017,0.013458618,0.011599985968,-0.001858632032,-13.8099768638949,2017
150335,"150335","Laukanlahden kosteikkoalue (luonnonsuojelualue)","FIN","Finland",2016,2017,0.094149198,0.04119998217272,-0.05294921582728,-56.2396886559565,2017
150364,"150364","Lellaistenlahden luonnonsuojelualue","FIN","Finland",2016,2017,0.462375249,0.40199995035321,-0.06037529864679,-13.0576406884595,2017
150392,"150392","Mikkelinsaaret 19 (Sandstrand)","FIN","Finland",2016,2017,0.000793408,0.001599997693784,0.000806589693784,101.661401672784,2017
150436,"150436","Långörenin luonnonsuojelualue","FIN","Finland",2004,2005,0.0262,0.03,0.0038,14.5038167938931,2017
150436,"150436","Långörenin luonnonsuojelualue","FIN","Finland",2006,2007,0.03,0.0262,-0.0038,-12.6666666666667,2017
150436,"150436","Långörenin luonnonsuojelualue","FIN","Finland",2008,2010,0.0262,83.12,83.0938,317151.908396947,2017
150436,"150436","Långörenin luonnonsuojelualue","FIN","Finland",2011,2012,83.12,0.0262,-83.0938,-99.968479307026,2017
150436,"150436","Långörenin luonnonsuojelualue","FIN","Finland",2014,2015,0.0262,0.003313,-0.022887,-87.3549618320611,2017
150436,"150436","Långörenin luonnonsuojelualue","FIN","Finland",2016,2017,0.00331343,0.0027999901736,-0.0005134398264,-15.4957197345349,2017
150484,"150484","Mikkelinsaaret 15 (Furuskär)","FIN","Finland",2016,2017,0.001208993,0.002399999701851,0.001191006701851,98.5122909604109,2017
150541,"150541","Mäntyniemennokan-Lammaskarin luonnonsuojelualue","FIN","Finland",2016,2017,0.0049216,0.004399997553311,-0.000521602446689,-10.5982291671204,2017
150551,"150551","Mölandetin luodot","FIN","Finland",2016,2017,0.00429516,0.00239999578696,-0.00189516421304,-44.1232506598124,2017
150553,"150553","Mössön-saaren luonnonsuojelualue","FIN","Finland",2016,2017,0.012180312,0.009199988172,-0.002980323828,-24.4683701698282,2017
150583,"150583","Nothamnin luonnonsuojelualue","FIN","Finland",2006,2007,25.99,35.2768,9.2868,35.7322046941131,2017
150583,"150583","Nothamnin luonnonsuojelualue","FIN","Finland",2014,2015,35.29,17.429782,-17.860218,-50.6098554831397,2017
150616,"150616","Oukkulanlahden luonnonsuojelualue","FIN","Finland",2016,2017,0.014485824,0.00679998946601,-0.00768583453399,-53.0576274707604,2017
150624,"150624","Paimionlahden luonnonsuojelualue","FIN","Finland",2016,2017,0.075848374,0.04479999481575,-0.03104837918425,-40.9347986606147,2017
150669,"150669","Pernajanlahden vesialue (luonnonsuojelualue)","FIN","Finland",2016,2017,1.98270302,1.24639991538451,-0.73630310461549,-37.13632839554,2017
150670,"150670","Pernajanlahti 3, Forsbyviken (luonnonsuojelualue)","FIN","Finland",2016,2017,0.595972247,0.08359999928379,-0.51237224771621,-85.9725012859886,2017
150671,"150671","Pernajanlahti 4 (luonnonsuojelualue)","FIN","Finland",2016,2017,1.77253557,0.88200002306814,-0.89053554693186,-50.240771581913,2017
150672,"150672","Pernajanlahti 5,Pernajanlahden pohjukka (ls.alue)","FIN","Finland",2016,2017,0.863354544,0.16479998892288,-0.69855455507712,-80.9116671629077,2017
150692,"150692","Pihluksensäikän luonnonsuojelualue","FIN","Finland",2016,2017,0.0040341,0.001199999967966,-0.002834100032034,-70.2535889550086,2017
150724,"150724","Piuskarin-Pirttikarin luonnonsuojelualue","FIN","Finland",2016,2017,0.045255921,0.026000000361804,-0.019255920638196,-42.5489531816091,2017
150736,"150736","Porvarinlahden luonnonsuojelualue","FIN","Finland",2016,2017,0.038794329,0.03439994703372,-0.00439438196628,-11.3273823250816,2017
150742,"150742","Prästviken (luonnonsuojelualue)","FIN","Finland",2016,2017,0.1171244,0.008799997684676,-0.108324402315324,-92.4866230395409,2017
150761,"150761","Pähkinäistenmaan luonnonsuojelualue","FIN","Finland",2016,2017,0.009603535,0.00560000145448,-0.00400353354552,-41.6881236494687,2017
150790,"150790","Ramsholmenin lehdot (luonnonsuojelualue)","FIN","Finland",2016,2017,0.48645681,0.1264000405872,-0.3600567694128,-74.0161843787941,2017
150813,"150813","Riihiluodon luonnonsuojelualue","FIN","Finland",2016,2017,0.001604616,0.000799999174457,-0.000804616825543,-50.1438864839314,2017
150814,"150814","Riilahden kartanopuisto (luonnonsuojelualue)","FIN","Finland",2015,2017,0.001604,0.011599999419294,0.009995999419294,623.191983746509,2017
150839,"150839","Ruskiksen luonnonsuojelualue","FIN","Finland",2016,2017,1.480966942,0.34760004155294,-1.13336690044706,-76.5288453310432,2017
150886,"150886","Sannskärin luoto (luonnonsuojelualue)","FIN","Finland",2016,2017,0.001221,0.00079999521162,-0.00042100478838,-34.4803266486486,2017
150895,"150895","Saukonkarien luonnonsuojelualue","FIN","Finland",2016,2017,0.002013124,0.00119998936144,-0.00081313463856,-40.3916817126019,2017
150943,"150943","Domarkobban 4 (Kiludden)","FIN","Finland",2016,2017,0.000416185,0.00319999497663,0.00278380997663,668.887628489734,2017
150945,"150945","Skrämmarn (luonnonsuojelualue)","FIN","Finland",2016,2017,0.00039963,0.000799992377088,0.000400362377088,100.183263791007,2017
150957,"150957","Sommaröarna (luonnonsuojelualue)","FIN","Finland",2016,2017,0.019902807,0.011199992284085,-0.008702814715915,-43.7265694025722,2017
150965,"150965","Stensbölefjärdenin luonnonsuojelualue","FIN","Finland",2016,2017,2.16483798,1.5867999006804,-0.5780380793196,-26.7012166573131,2017
150970,"150970","Stora Brunskärin luonnonsuojelualue","FIN","Finland",2016,2017,0.008819442,0.010799997957807,0.001980555957807,22.4567036985673,2017
151004,"151004","Svartskäretin luonnonsuojelualue","FIN","Finland",2016,2017,0.001882444,0.000399997610865,-0.001482446389135,-78.7511548356817,2017
151005,"151005","Svedjeholmen (luonnonsuojelualue)","FIN","Finland",2016,2017,0.005229,0.003599996798376,-0.001629003201624,-31.1532453934595,2017
151016,"151016","Sällvikin luonnonsuojelualue","FIN","Finland",2016,2017,0.104710375,0.0863999947875,-0.0183103802125,-17.4866914692073,2017
151028,"151028","Tallholmenin luonnonsuojelualue","FIN","Finland",2016,2017,0.004418208,0.0051999960532,0.0007817880532,17.6946864701707,2017
151057,"151057","Tjuvön luonnonsuojelualue","FIN","Finland",2016,2017,0.01086272,0.00879999318625,-0.00206272681375,-18.9890452276225,2017
151064,"151064","Topokarin luonnonsuojelualue","FIN","Finland",2016,2017,0.979404135,0.82639991723206,-0.15300421776794,-15.6221739627371,2017
151137,"151137","Vallmovikin luonnonsuojelualue","FIN","Finland",2016,2017,0.04813632,0.04279995931044,-0.00533636068956,-11.0859340505465,2017
151145,"151145","Vargen-saaren luonnonsuojelualue","FIN","Finland",2016,2017,0.000483924,0.00119999641977,0.00071607241977,147.972082345575,2017
151165,"151165","Viikin Vanhankaupunginlahden luonnonsuojelualue","FIN","Finland",2016,2017,0.907257,0.61519993182112,-0.29205706817888,-32.191216841411,2017
151226,"151226","Ådgrund-Rönngrundet (luonnonsuojelualue)","FIN","Finland",2016,2017,0.004090328,0.001999991550288,-0.002090336449712,-51.1043723073553,2017
151227,"151227","Ådholms Långgrund saaren luonnonsuojelualue","FIN","Finland",2016,2017,0.003902316,0.00279998654749,-0.00110232945251,-28.2480827413772,2017
151345,"151345","Kappsta","SWE","Sweden",2008,2010,0.1,0.0133,-0.0867,-86.7,2017
151347,"151347","Nyckelviken","SWE","Sweden",2008,2010,1.6901,0.3491,-1.341,-79.3444174900893,2017
151352,"151352","Velamsund","SWE","Sweden",2008,2010,6.8599,0.7677,-6.0922,-88.8088747649383,2017
151352,"151352","Velamsund","SWE","Sweden",2014,2015,0.7677,0.344581,-0.423119,-55.1151491468021,2017
15136,"15136","Pelong Rocks Wildlife Sanctuary","BRN","Brunei Darussalam",2008,2010,0.02,0.06,0.04,200,2017
15137,"15137","Pulau Punyut Wildlife Sanctuary","BRN","Brunei Darussalam",2008,2010,0.08,0.27,0.19,237.5,2017
151376,"151376","Alneskogen","SWE","Sweden",2008,2010,0.508,0.093,-0.415,-81.6929133858268,2017
151392,"151392","Ängelholm","SWE","Sweden",2008,2010,9.083,8.133,-0.950000000000001,-10.4590994164924,2017
151396,"151396","Ängskär","SWE","Sweden",2008,2010,3.258,2.182,-1.076,-33.0263965623082,2017
151398,"151398","Äpplarö","SWE","Sweden",2008,2010,9.3389,8.128,-1.2109,-12.9661951621711,2017
151403,"151403","Årnäsudden","SWE","Sweden",2008,2010,0.6481,0.0286,-0.6195,-95.5871007560562,2017
151404,"151404","Arnö","SWE","Sweden",2008,2010,1.8671,0.7481,-1.119,-59.9325156660061,2017
151421,"151421","Asunden","SWE","Sweden",2008,2010,0.0795,0.0447,-0.0348,-43.7735849056604,2017
151442,"151442","Balesudden","SWE","Sweden",2008,2010,9.2388,3.3335,-5.9053,-63.9184742607265,2017
151457,"151457","Beijershamn","SWE","Sweden",2008,2010,0.7978,0.1619,-0.6359,-79.7066934068689,2017
151457,"151457","Beijershamn","SWE","Sweden",2014,2015,0.1619,2.146176,1.984276,1225.61828289067,2017
151462,"151462","Bergholmen","SWE","Sweden",2008,2010,0.172,0.1094,-0.0626,-36.3953488372093,2017
151473,"151473","Biskopshagen","SWE","Sweden",2008,2010,0.8368,0.0103,-0.8265,-98.769120458891,2017
151477,"151477","Bjärekustens naturreservat","SWE","Sweden",2008,2010,6.0271,0.085,-5.9421,-98.5897031739974,2017
151477,"151477","Bjärekustens naturreservat","SWE","Sweden",2014,2015,0.085,0.032752,-0.052248,-61.4682352941176,2017
151500,"151500","Bjuren","SWE","Sweden",2008,2010,2.968,2.5746,-0.3934,-13.2547169811321,2017
151502,"151502","Bjuröklubb","SWE","Sweden",2008,2010,9.1941,3.7129,-5.4812,-59.6164931858475,2017
151507,"151507","Blankaviken","SWE","Sweden",2008,2010,0.1817,0.0729,-0.1088,-59.8789212988443,2017
151519,"151519","Bokö","SWE","Sweden",2008,2010,4.1686,3.2759,-0.8927,-21.4148635033345,2017
151520,"151520","Bokö-Askö","SWE","Sweden",2008,2010,2.7167,2.1409,-0.575800000000001,-21.194831965252,2017
151521,"151521","Bokö-Oxnö","SWE","Sweden",2008,2010,3.2649,2.733,-0.5319,-16.291463750804,2017
151524,"151524","Bölsåkra-Tranekärr naturreservat","SWE","Sweden",2008,2010,1.4228,0.1833,-1.2395,-87.1169524880517,2017
151528,"151528","Bondskäret","SWE","Sweden",2008,2010,1.5051,0.3756,-1.1295,-75.0448475184373,2017
15153,"15153","Camargue","FRA","France",2008,2010,131.17,10.24,-120.93,-92.1933368910574,2017
151538,"151538","Boskapsön","SWE","Sweden",2008,2010,0.7438,0.4272,-0.3166,-42.5652057004571,2017
151540,"151540","Kuröds skalbankar","SWE","Sweden",2008,2010,0.8633,0.0482,-0.8151,-94.4167728483725,2017
151553,"151553","Brattön","SWE","Sweden",2008,2010,1.4741,0.774,-0.7001,-47.4933857947222,2017
151592,"151592","Breviks kile","SWE","Sweden",2008,2010,2.0564,1.4337,-0.6227,-30.2810737210659,2017
151603,"151603","Brucebo","SWE","Sweden",2008,2010,0.3341,0.0313,-0.3028,-90.631547440886,2017
151607,"151607","Bua Hed","SWE","Sweden",2008,2010,0.8004,0.4723,-0.3281,-40.992003998001,2017
151615,"151615","Capri","SWE","Sweden",2008,2010,0.1216,0.0559,-0.0657,-54.0296052631579,2017
151615,"151615","Capri","SWE","Sweden",2014,2015,0.0559,0.049472,-0.006428,-11.4991055456172,2017
151626,"151626","Dävelsöfjärden","SWE","Sweden",2008,2010,0.1103,0.0125,-0.0978,-88.6672710788758,2017
151626,"151626","Dävelsöfjärden","SWE","Sweden",2014,2015,0.0125,0.014339,0.001839,14.712,2017
151631,"151631","Digerhuvud","SWE","Sweden",2016,2017,0.010370391,0.020902946,0.010532555,101.563721175026,2017
151643,"151643","Döman","SWE","Sweden",2008,2010,0.7386,0.5736,-0.165,-22.3395613322502,2017
151646,"151646","Domsten-Viken","SWE","Sweden",2008,2010,0.3207,0.1754,-0.1453,-45.3071406298722,2017
151646,"151646","Domsten-Viken","SWE","Sweden",2014,2015,0.1754,0.271427,0.096027,54.7474344355758,2017
151672,"151672","Eknön","SWE","Sweden",2008,2010,7.4167,5.0056,-2.4111,-32.5090673749781,2017
151682,"151682","Eriksbergs stränder","SWE","Sweden",2008,2010,4.0872,2.8604,-1.2268,-30.0156586416128,2017
151685,"151685","Eskilstorps ängar","SWE","Sweden",2008,2010,4.04,3.3395,-0.7005,-17.3391089108911,2014
151697,"151697","Fagerön","SWE","Sweden",2008,2010,5.0699,1.7801,-3.2898,-64.8888538235468,2017
151727,"151727","Flommen","SWE","Sweden",2006,2007,8.65,12.082,3.432,39.6763005780347,2017
151727,"151727","Flommen","SWE","Sweden",2008,2010,12.082,9.224,-2.858,-23.6550240026486,2017
151728,"151728","Folhammar","SWE","Sweden",2008,2010,0.7561,0.5859,-0.1702,-22.5102499669356,2017
151730,"151730","Fölsö","SWE","Sweden",2008,2010,0.4184,0.3498,-0.0686,-16.395793499044,2017
151763,"151763","Gällnö","SWE","Sweden",2008,2010,1.4171,0.7622,-0.6549,-46.2140992167102,2017
151769,"151769","Gamla hamn","SWE","Sweden",2008,2010,0.0312,0.0275,-0.0037,-11.8589743589744,2017
15177,"15177","Ypoleimma ydrocharous dasous stin Istiaia Evvoias","GRC","Greece",2004,2005,0.008,0.01,0.002,25,2014
15177,"15177","Ypoleimma ydrocharous dasous stin Istiaia Evvoias","GRC","Greece",2006,2007,0.01,0.008,-0.002,-20,2014
151770,"151770","Gamla Köpstad (norra)","SWE","Sweden",2008,2010,0.4821,0.3656,-0.1165,-24.1651109728272,2017
151771,"151771","Gamla Köpstad (södra)","SWE","Sweden",2008,2010,2.7249,1.6134,-1.1115,-40.7904877243202,2017
15178,"15178","Ethniko ygrotopiko parko delta Evrou","GRC","Greece",2008,2010,92.67,25.95,-66.72,-71.997410165102,2017
15178,"15178","Ethniko ygrotopiko parko delta Evrou","GRC","Greece",2014,2015,25.95,20.763236,-5.186764,-19.9875298651252,2017
151782,"151782","Gåsholma","SWE","Sweden",2008,2010,3.9785,3.1618,-0.8167,-20.5278371245444,2017
151804,"151804","Vattingsmalarna","SWE","Sweden",2008,2010,2.2826,1.058,-1.2246,-53.6493472356085,2017
151804,"151804","Vattingsmalarna","SWE","Sweden",2014,2015,1.058,0.947742,-0.110258,-10.4213610586011,2017
151805,"151805","Gnarpskaten","SWE","Sweden",2008,2010,1.4902,0.8625,-0.6277,-42.1218628372031,2017
151817,"151817","Gråen","SWE","Sweden",2008,2010,0.2674,0.1506,-0.1168,-43.679880329095,2017
151817,"151817","Gråen","SWE","Sweden",2014,2015,0.1506,0.018573,-0.132027,-87.6673306772908,2017
151820,"151820","Gran","SWE","Sweden",2008,2010,4.7411,4.1418,-0.5993,-12.6405264601042,2017
151823,"151823","Granholmen","SWE","Sweden",2008,2010,1.0753,0.7963,-0.279,-25.9462475588208,2017
151829,"151829","Gränskäret","SWE","Sweden",2008,2010,0.2414,0.1839,-0.0575,-23.8193869096935,2017
151833,"151833","Gräsö gård","SWE","Sweden",2008,2010,3.113,0.2429,-2.8701,-92.1972373915837,2017
151839,"151839","Grillskäret","SWE","Sweden",2008,2010,0.2489,0.0737,-0.1752,-70.3897147448775,2017
151840,"151840","Grimsholmen","SWE","Sweden",2008,2010,2.1873,1.453,-0.7343,-33.5710693549124,2017
151868,"151868","Gymmerholmen","SWE","Sweden",2008,2010,0.3577,0.2835,-0.0742,-20.7436399217221,2017
151879,"151879","Hagestad","SWE","Sweden",2008,2010,3.0884,0.0694,-3.019,-97.7528817510685,2017
151879,"151879","Hagestad","SWE","Sweden",2014,2016,0.0694,0.75049158,0.68109158,981.399971181556,2017
151881,"151881","Hagön","SWE","Sweden",2008,2010,0.8137,0.0497,-0.764,-93.8920978247511,2017
151881,"151881","Hagön","SWE","Sweden",2014,2015,0.0497,0.040636,-0.009064,-18.2374245472837,2017
151881,"151881","Hagön","SWE","Sweden",2016,2017,0.04063596,0.031921708,-0.008714252,-21.4446810165184,2017
151887,"151887","Hallarumsviken","SWE","Sweden",2008,2010,0.5156,0.0724,-0.4432,-85.9581070597362,2017
151896,"151896","Hållöarkipelagen","SWE","Sweden",2008,2010,2.9218,2.0104,-0.9114,-31.193100143747,2017
151897,"151897","Hallonstenarna","SWE","Sweden",2008,2010,0.4397,0.022,-0.4177,-94.9965885831248,2017
151902,"151902","Halltorp","SWE","Sweden",2008,2010,1.9995,0.5799,-1.4196,-70.9977494373593,2017
151906,"151906","Halsören","SWE","Sweden",2008,2010,0.3662,0.2638,-0.1024,-27.9628618241398,2017
151907,"151907","Halsviksravinen","SWE","Sweden",2008,2010,0.6328,0.0419,-0.5909,-93.3786346396966,2017
151909,"151909","Hammarberget","SWE","Sweden",2008,2010,0.5789,0.204,-0.3749,-64.7607531525307,2017
151952,"151952","Hertsånger","SWE","Sweden",2008,2010,7.5156,2.2497,-5.2659,-70.0662621746767,2017
151955,"151955","Hilleshögs dalar","SWE","Sweden",2008,2010,1.6919,0.2661,-1.4258,-84.2721201016608,2017
151960,"151960","Hjärterön","SWE","Sweden",2008,2010,3.6177,2.4533,-1.1644,-32.1861956491693,2017
151967,"151967","Högbådan","SWE","Sweden",2008,2010,0.2035,0.0809,-0.1226,-60.2457002457002,2017
151969,"151969","Högbonden","SWE","Sweden",2008,2010,3.4737,2.5691,-0.9046,-26.0413967815298,2017
151972,"151972","Högenäs Orde","SWE","Sweden",2008,2010,1.2223,0.0132,-1.2091,-98.9200687228994,2017
151984,"151984","Hölick","SWE","Sweden",2008,2010,6.1067,3.0245,-3.0822,-50.4724319190397,2017
151988,"151988","Holma","SWE","Sweden",2008,2010,0.0994,0.0852,-0.0142,-14.2857142857143,2015
151994,"151994","Holsterörarna","SWE","Sweden",2008,2010,1.4178,1.2168,-0.201,-14.1768937790944,2017
